timestamp,sector,division,lat,lon,consumption_mw,wastage_mw,tx_loss_mw,total_loss_mw,is_wastage_event,wastage_label,wastage_type,bdt_wasted,co2_kg_wasted,fuel_liters_wasted,hour,day_of_week,is_weekend
2024-10-01 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,225.4,0.0,31.83,31.83,False,,,270597.0,18464.3,8913.8,23,1,False
2024-10-02 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,233.86,0.0,31.1,31.1,False,,,264341.0,18037.4,8707.7,0,2,False
2024-10-02 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,255.11,0.0,41.04,41.04,False,,,348879.0,23805.9,11492.5,1,2,False
2024-10-02 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,262.63,0.0,42.24,42.24,False,,,359078.0,24501.8,11828.5,2,2,False
2024-10-02 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,267.77,0.0,38.65,38.65,False,,,328516.0,22416.4,10821.7,3,2,False
2024-10-02 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,227.51,0.0,32.41,32.41,False,,,275460.0,18796.1,9074.0,4,2,False
2024-10-02 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,271.33,0.0,43.19,43.19,False,,,367122.0,25050.7,12093.4,5,2,False
2024-10-02 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,266.88,0.0,39.73,39.73,False,,,337746.0,23046.2,11125.8,6,2,False
2024-10-02 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,257.83,0.0,34.75,34.75,False,,,295391.0,20156.1,9730.5,7,2,False
2024-10-02 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,690.62,0.0,105.29,105.29,False,,,894925.0,61065.5,29479.9,8,2,False
2024-10-02 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,687.64,0.0,110.6,110.6,False,,,940089.0,64147.2,30967.6,9,2,False
2024-10-02 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,730.93,0.0,107.52,107.52,False,,,913923.0,62361.8,30105.7,10,2,False
2024-10-02 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,658.81,0.0,86.31,86.31,False,,,733677.0,50062.7,24168.2,11,2,False
2024-10-02 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,650.44,0.0,97.79,97.79,False,,,831202.0,56717.3,27380.8,12,2,False
2024-10-02 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,691.79,0.0,115.05,115.05,False,,,977888.0,66726.5,32212.8,13,2,False
2024-10-02 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,665.29,0.0,106.59,106.59,False,,,906054.0,61824.9,29846.5,14,2,False
2024-10-02 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,649.15,0.0,90.33,90.33,False,,,767814.0,52392.0,25292.7,15,2,False
2024-10-02 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,670.71,0.0,91.52,91.52,False,,,777896.0,53080.0,25624.8,16,2,False
2024-10-02 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,667.1,0.0,111.53,111.53,False,,,948014.0,64688.0,31228.7,17,2,False
2024-10-02 18:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,682.7,0.0,112.55,112.55,False,,,956659.0,65277.9,31513.5,18,2,False
2024-10-02 19:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,693.73,0.0,112.49,112.49,False,,,956131.0,65241.9,31496.1,19,2,False
2024-10-02 20:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,275.9,0.0,39.38,39.38,False,,,334699.0,22838.3,11025.4,20,2,False
2024-10-02 21:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,255.8,0.0,35.59,35.59,False,,,302484.0,20640.1,9964.2,21,2,False
2024-10-02 22:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,274.25,0.0,35.73,35.73,False,,,303695.0,20722.7,10004.1,22,2,False
2024-10-02 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,247.95,0.0,36.37,36.37,False,,,309170.0,21096.3,10184.4,23,2,False
2024-10-03 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,247.06,0.0,41.44,41.44,False,,,352206.0,24032.9,11602.1,0,3,False
2024-10-03 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,248.85,0.0,37.51,37.51,False,,,318870.0,21758.2,10504.0,1,3,False
2024-10-03 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,237.86,0.0,40.08,40.08,False,,,340673.0,23245.9,11222.2,2,3,False
2024-10-03 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,277.29,0.0,41.56,41.56,False,,,353287.0,24106.6,11637.7,3,3,False
2024-10-03 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,293.36,57.67,44.03,101.7,True,Industrial motor over-run,industrial_motor,864486.0,58988.5,28477.2,4,3,False
2024-10-03 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,271.53,34.51,45.16,79.67,True,Industrial motor over-run,industrial_motor,677193.0,46208.5,22307.5,5,3,False
2024-10-03 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,244.05,0.0,36.5,36.5,False,,,310288.0,21172.6,10221.3,6,3,False
2024-10-03 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,246.62,0.0,41.78,41.78,False,,,355168.0,24235.0,11699.6,7,3,False
2024-10-03 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,689.44,0.0,110.63,110.63,False,,,940357.0,64165.6,30976.5,8,3,False
2024-10-03 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,657.23,0.0,91.69,91.69,False,,,779340.0,53178.5,25672.4,9,3,False
2024-10-03 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,663.08,0.0,102.97,102.97,False,,,875249.0,59722.8,28831.7,10,3,False
2024-10-03 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,699.8,0.0,108.71,108.71,False,,,924013.0,63050.3,30438.1,11,3,False
2024-10-03 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,661.75,0.0,108.14,108.14,False,,,919174.0,62720.1,30278.7,12,3,False
2024-10-03 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,677.84,0.0,96.82,96.82,False,,,822939.0,56153.5,27108.6,13,3,False
2024-10-03 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,705.22,0.0,92.15,92.15,False,,,783242.0,53444.7,25800.9,14,3,False
2024-10-03 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,691.22,0.0,104.02,104.02,False,,,884150.0,60330.3,29125.0,15,3,False
2024-10-03 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,687.45,0.0,94.16,94.16,False,,,800388.0,54614.7,26365.7,16,3,False
2024-10-03 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,656.0,0.0,103.41,103.41,False,,,878989.0,59978.1,28954.9,17,3,False
2024-10-03 18:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,686.97,0.0,93.09,93.09,False,,,791224.0,53989.4,26063.8,18,3,False
2024-10-03 19:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,673.84,0.0,96.79,96.79,False,,,822736.0,56139.6,27101.9,19,3,False
2024-10-03 20:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,247.71,0.0,40.3,40.3,False,,,342549.0,23373.9,11284.0,20,3,False
2024-10-03 21:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,263.05,0.0,39.77,39.77,False,,,338037.0,23066.1,11135.4,21,3,False
2024-10-03 22:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,248.25,0.0,41.21,41.21,False,,,350321.0,23904.2,11540.0,22,3,False
2024-10-03 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,250.25,0.0,35.93,35.93,False,,,305368.0,20836.9,10059.2,23,3,False
2024-10-04 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,276.39,0.0,45.74,45.74,False,,,388771.0,26527.9,12806.6,0,4,False
2024-10-04 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,239.99,0.0,37.36,37.36,False,,,317578.0,21670.0,10461.4,1,4,False
2024-10-04 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,280.46,22.1,43.9,66.01,True,Industrial motor over-run,industrial_motor,561058.0,38283.9,18481.9,2,4,False
2024-10-04 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,295.05,26.26,44.83,71.09,True,Industrial motor over-run,industrial_motor,604261.0,41231.9,19905.1,3,4,False
2024-10-04 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,272.19,0.0,43.14,43.14,False,,,366676.0,25020.2,12078.7,4,4,False
2024-10-04 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,276.82,0.0,39.59,39.59,False,,,336513.0,22962.1,11085.1,5,4,False
2024-10-04 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,267.49,0.0,43.86,43.86,False,,,372817.0,25439.3,12281.0,6,4,False
2024-10-04 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,275.87,0.0,43.12,43.12,False,,,366515.0,25009.2,12073.4,7,4,False
2024-10-04 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,664.25,0.0,96.12,96.12,False,,,817040.0,55750.9,26914.3,8,4,False
2024-10-04 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,681.27,0.0,95.79,95.79,False,,,814238.0,55559.7,26821.9,9,4,False
2024-10-04 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,693.59,0.0,107.68,107.68,False,,,915246.0,62452.1,30149.3,10,4,False
2024-10-04 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,674.8,0.0,109.18,109.18,False,,,928007.0,63322.8,30569.6,11,4,False
2024-10-04 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,724.76,0.0,108.5,108.5,False,,,922228.0,62928.5,30379.3,12,4,False
2024-10-04 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,680.4,0.0,93.77,93.77,False,,,797008.0,54384.0,26254.4,13,4,False
2024-10-04 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,662.65,0.0,86.79,86.79,False,,,737701.0,50337.3,24300.7,14,4,False
2024-10-04 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,695.24,0.0,108.33,108.33,False,,,920818.0,62832.3,30332.8,15,4,False
2024-10-04 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,676.74,0.0,114.14,114.14,False,,,970214.0,66202.9,31960.0,16,4,False
2024-10-04 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,691.26,0.0,116.51,116.51,False,,,990322.0,67574.9,32622.4,17,4,False
2024-10-04 18:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,671.22,0.0,97.6,97.6,False,,,829586.0,56607.0,27327.5,18,4,False
2024-10-04 19:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,691.88,0.0,113.5,113.5,False,,,964746.0,65829.7,31779.9,19,4,False
2024-10-04 20:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,239.0,0.0,40.02,40.02,False,,,340169.0,23211.5,11205.6,20,4,False
2024-10-04 21:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,245.94,0.0,37.58,37.58,False,,,319433.0,21796.6,10522.5,21,4,False
2024-10-04 22:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,258.44,0.0,35.05,35.05,False,,,297884.0,20326.2,9812.7,22,4,False
2024-10-04 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,240.97,0.0,39.78,39.78,False,,,338153.0,23074.0,11139.2,23,4,False
2024-10-05 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,270.07,0.0,38.99,38.99,False,,,331439.0,22615.8,10918.0,0,5,True
2024-10-05 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,273.33,0.0,44.38,44.38,False,,,377240.0,25741.1,12426.7,1,5,True
2024-10-05 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,260.53,0.0,39.2,39.2,False,,,333179.0,22734.6,10975.3,2,5,True
2024-10-05 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,259.74,0.0,42.06,42.06,False,,,357505.0,24394.5,11776.6,3,5,True
2024-10-05 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,277.77,0.0,46.0,46.0,False,,,390994.0,26679.6,12879.8,4,5,True
2024-10-05 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,272.02,0.0,39.45,39.45,False,,,335314.0,22880.2,11045.6,5,5,True
2024-10-05 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,258.19,0.0,33.94,33.94,False,,,288451.0,19682.6,9501.9,6,5,True
2024-10-05 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,241.03,0.0,35.82,35.82,False,,,304500.0,20777.6,10030.6,7,5,True
2024-10-05 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,651.06,0.0,100.02,100.02,False,,,850205.0,58014.0,28006.8,8,5,True
2024-10-05 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,687.11,0.0,90.16,90.16,False,,,766379.0,52294.1,25245.4,9,5,True
2024-10-05 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,666.1,0.0,100.51,100.51,False,,,854315.0,58294.4,28142.1,10,5,True
2024-10-05 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,675.48,0.0,108.62,108.62,False,,,923244.0,62997.8,30412.7,11,5,True
2024-10-05 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,690.34,0.0,92.1,92.1,False,,,782855.0,53418.3,25788.2,12,5,True
2024-10-05 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,659.75,0.0,87.13,87.13,False,,,740621.0,50536.5,24396.9,13,5,True
2024-10-05 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,721.24,0.0,112.15,112.15,False,,,953282.0,65047.5,31402.2,14,5,True
2024-10-05 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,712.07,0.0,113.25,113.25,False,,,962632.0,65685.5,31710.2,15,5,True
2024-10-05 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,681.36,0.0,97.38,97.38,False,,,827718.0,56479.6,27266.0,16,5,True
2024-10-05 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,688.53,0.0,111.41,111.41,False,,,946981.0,64617.5,31194.7,17,5,True
2024-10-05 18:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,673.64,0.0,89.69,89.69,False,,,762338.0,52018.4,25112.3,18,5,True
2024-10-05 19:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,653.06,0.0,85.56,85.56,False,,,727264.0,49625.0,23956.9,19,5,True
2024-10-05 20:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,242.45,0.0,33.04,33.04,False,,,280800.0,19160.5,9249.9,20,5,True
2024-10-05 21:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,283.32,0.0,43.06,43.06,False,,,365980.0,24972.8,12055.8,21,5,True
2024-10-05 22:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,271.3,0.0,45.63,45.63,False,,,387860.0,26465.8,12776.6,22,5,True
2024-10-05 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,276.69,0.0,42.11,42.11,False,,,357893.0,24420.9,11789.4,23,5,True
2024-10-06 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,233.98,0.0,33.75,33.75,False,,,286866.0,19574.4,9449.7,0,6,True
2024-10-06 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,287.24,0.0,37.51,37.51,False,,,318811.0,21754.2,10502.0,1,6,True
2024-10-06 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,252.28,0.0,37.76,37.76,False,,,320941.0,21899.5,10572.2,2,6,True
2024-10-06 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,287.72,0.0,39.4,39.4,False,,,334874.0,22850.2,11031.1,3,6,True
2024-10-06 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,222.76,0.0,34.62,34.62,False,,,294244.0,20077.8,9692.8,4,6,True
2024-10-06 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,275.65,41.22,42.74,83.96,True,Industrial motor over-run,industrial_motor,713644.0,48695.7,23508.3,5,6,True
2024-10-06 06:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,275.81,0.0,43.12,43.12,False,,,366541.0,25011.1,12074.3,6,6,True
2024-10-06 07:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,256.44,0.0,35.01,35.01,False,,,297575.0,20305.1,9802.5,7,6,True
2024-10-06 08:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,686.73,0.0,90.0,90.0,False,,,765029.0,52202.0,25200.9,8,6,True
2024-10-06 09:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,673.3,0.0,103.31,103.31,False,,,878099.0,59917.3,28925.6,9,6,True
2024-10-06 10:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,685.29,0.0,99.73,99.73,False,,,847694.0,57842.7,27924.1,10,6,True
2024-10-06 11:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,694.51,0.0,108.16,108.16,False,,,919337.0,62731.3,30284.1,11,6,True
2024-10-06 12:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,719.22,0.0,120.58,120.58,False,,,1024963.0,69938.6,33763.5,12,6,True
2024-10-06 13:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,650.59,0.0,94.62,94.62,False,,,804311.0,54882.4,26495.0,13,6,True
2024-10-06 14:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,688.11,0.0,91.41,91.41,False,,,777015.0,53019.8,25595.8,14,6,True
2024-10-06 15:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,672.93,0.0,96.07,96.07,False,,,816564.0,55718.5,26898.6,15,6,True
2024-10-06 16:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,673.49,0.0,90.74,90.74,False,,,771260.0,52627.2,25406.2,16,6,True
2024-10-06 17:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,697.66,0.0,110.14,110.14,False,,,936185.0,63880.8,30839.0,17,6,True
2024-10-06 18:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,698.5,0.0,111.34,111.34,False,,,946416.0,64579.0,31176.1,18,6,True
2024-10-06 19:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,688.55,0.0,111.64,111.64,False,,,948949.0,64751.8,31259.5,19,6,True
2024-10-06 20:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,242.34,0.0,39.33,39.33,False,,,334270.0,22809.0,11011.2,20,6,True
2024-10-06 21:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,246.86,0.0,36.17,36.17,False,,,307411.0,20976.3,10126.5,21,6,True
2024-10-06 22:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,277.74,0.0,46.45,46.45,False,,,394789.0,26938.5,13004.8,22,6,True
2024-10-06 23:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,246.33,0.0,36.25,36.25,False,,,308126.0,21025.1,10150.0,23,6,True
2024-10-07 00:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,270.99,0.0,45.01,45.01,False,,,382608.0,26107.4,12603.6,0,0,False
2024-10-07 01:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,270.79,0.0,44.16,44.16,False,,,375320.0,25610.1,12363.5,1,0,False
2024-10-07 02:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,268.58,0.0,35.03,35.03,False,,,297775.0,20318.8,9809.1,2,0,False
2024-10-07 03:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,251.91,0.0,33.67,33.67,False,,,286185.0,19527.9,9427.3,3,0,False
2024-10-07 04:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,262.57,0.0,40.16,40.16,False,,,341337.0,23291.3,11244.1,4,0,False
2024-10-07 05:00:00,Dhaka Industrial (Narayanganj RMG Zone),Dhaka,23.62,90.5,254.94,0.0,37.72,37.72,False,,,320581.0,21874.9,10560.3,5,0,False
